"id","team","year","tablename","value"
473,"NC State",2007,"Last 10 Games Power Rating","12.2"
474,"Virginia",2007,"Last 10 Games Power Rating","11.9"
475,"Boise St",2007,"Last 10 Games Power Rating","11.9"
476,"Auburn",2007,"Last 10 Games Power Rating","11.6"
477,"S Carolina",2007,"Last 10 Games Power Rating","10.1"
478,"Colorado St",2007,"Last 10 Games Power Rating","7.9"
479,"Lg Beach St",2007,"Last 10 Games Power Rating","7.8"
480,"Northwestern",2007,"Last 10 Games Power Rating","7.7"
481,"Vermont",2007,"Last 10 Games Power Rating","7.3"
482,"Samford",2007,"Last 10 Games Power Rating","7.2"
483,"Col Charlestn",2007,"Last 10 Games Power Rating","7.0"
484,"Iowa St",2007,"Last 10 Games Power Rating","6.5"
485,"Yale",2007,"Last 10 Games Power Rating","5.1"
486,"Morehead St",2007,"Last 10 Games Power Rating","3.4"
487,"McNeese St",2007,"Last 10 Games Power Rating","1.1"
488,"Colgate",2007,"Last 10 Games Power Rating","0.7"
489,"Longwood",2007,"Last 10 Games Power Rating","0.2"
490,"Duquesne",2007,"Last 10 Games Power Rating","-0.4"
491,"Stetson",2007,"Last 10 Games Power Rating","-1.5"
492,"St Peters",2007,"Last 10 Games Power Rating","-1.9"
493,"Wagner",2007,"Last 10 Games Power Rating","-2.0"
494,"Howard",2007,"Last 10 Games Power Rating","-2.5"
495,"Colorado",2007,"Last 10 Games Power Rating","-2.8"
496,"James Mad",2007,"Last 10 Games Power Rating","-3.9"
497,"Montana St",2007,"Last 10 Games Power Rating","-7.1"
498,"S Dakota St",2007,"Last 10 Games Power Rating","-8.1"
499,"Grambling St",2007,"Last 10 Games Power Rating","-11.3"
500,"Vermont",2007,"Luck Power Rating","3.4"
501,"Wash State",2007,"Luck Power Rating","3.0"
502,"Nevada",2007,"Luck Power Rating","2.9"
503,"Dayton",2007,"Luck Power Rating","2.8"
504,"S Carolina",2007,"Luck Power Rating","2.7"
505,"Lg Beach St",2007,"Luck Power Rating","2.5"
506,"NC State",2007,"Luck Power Rating","2.5"
507,"McNeese St",2007,"Luck Power Rating","2.5"
508,"Texas Tech",2007,"Luck Power Rating","2.3"
509,"Wisconsin",2007,"Luck Power Rating","2.3"
510,"Grambling St",2007,"Luck Power Rating","2.2"
511,"Tennessee",2007,"Luck Power Rating","2.0"
512,"Alabama",2007,"Luck Power Rating","1.9"
513,"Col Charlestn",2007,"Luck Power Rating","1.8"
514,"Marquette",2007,"Luck Power Rating","1.7"
515,"San Diego St",2007,"Luck Power Rating","1.6"
516,"Virginia",2007,"Luck Power Rating","1.6"
517,"Iowa St",2007,"Luck Power Rating","1.5"
518,"Auburn",2007,"Luck Power Rating","1.5"
519,"Drake",2007,"Luck Power Rating","1.3"
520,"Colorado",2007,"Luck Power Rating","1.3"
521,"Colorado St",2007,"Luck Power Rating","1.3"
522,"Oregon",2007,"Luck Power Rating","1.3"
523,"Oakland",2007,"Luck Power Rating","0.9"
524,"Duquesne",2007,"Luck Power Rating","0.8"
525,"Samford",2007,"Luck Power Rating","0.5"
526,"Longwood",2007,"Luck Power Rating","0.5"
527,"Stetson",2007,"Luck Power Rating","0.5"
528,"BYU",2007,"Luck Power Rating","0.3"
529,"Nebraska",2007,"Luck Power Rating","0.3"
530,"Texas",2007,"Luck Power Rating","0.3"
531,"Montana St",2007,"Luck Power Rating","0.3"
532,"Howard",2007,"Luck Power Rating","0.2"
533,"Creighton",2007,"Luck Power Rating","-0.1"
534,"Arizona",2007,"Luck Power Rating","-0.1"
535,"Purdue",2007,"Luck Power Rating","-0.1"
536,"Clemson",2007,"Luck Power Rating","-0.2"
537,"Kentucky",2007,"Luck Power Rating","-0.3"
538,"Illinois",2007,"Luck Power Rating","-0.3"
539,"Baylor",2007,"Luck Power Rating","-0.3"
540,"Northwestern",2007,"Luck Power Rating","-0.4"
541,"S Dakota St",2007,"Luck Power Rating","-0.4"
542,"Houston",2007,"Luck Power Rating","-0.5"
543,"James Mad",2007,"Luck Power Rating","-0.6"
544,"Yale",2007,"Luck Power Rating","-0.6"
545,"W Kentucky",2007,"Luck Power Rating","-0.7"
546,"Wagner",2007,"Luck Power Rating","-0.7"
547,"Colgate",2007,"Luck Power Rating","-0.7"
548,"Florida",2007,"Luck Power Rating","-0.8"
549,"Kansas",2007,"Luck Power Rating","-0.8"
550,"Gonzaga",2007,"Luck Power Rating","-1.0"
551,"Boise St",2007,"Luck Power Rating","-1.4"
552,"Morehead St",2007,"Luck Power Rating","-1.5"
553,"UAB",2007,"Luck Power Rating","-1.6"
554,"Duke",2007,"Luck Power Rating","-1.6"
555,"New Mexico",2007,"Luck Power Rating","-1.8"
556,"Texas A&M",2007,"Luck Power Rating","-1.8"
557,"Akron",2007,"Luck Power Rating","-2.2"
558,"N Carolina",2007,"Luck Power Rating","-3.0"
559,"St Marys",2007,"Luck Power Rating","-3.1"
560,"St Peters",2007,"Luck Power Rating","-4.0"
561,"Connecticut",2007,"Luck Power Rating","-4.1"
562,"UAB",2007,"Consistency Power Rating","7.6"
563,"Nevada",2007,"Consistency Power Rating","8.0"
564,"Howard",2007,"Consistency Power Rating","8.4"
565,"Col Charlestn",2007,"Consistency Power Rating","8.4"
566,"Houston",2007,"Consistency Power Rating","8.4"
567,"James Mad",2007,"Consistency Power Rating","8.4"
568,"Wash State",2007,"Consistency Power Rating","8.5"
569,"Boise St",2007,"Consistency Power Rating","8.5"
570,"Wisconsin",2007,"Consistency Power Rating","8.5"
571,"Samford",2007,"Consistency Power Rating","8.7"
572,"Oakland",2007,"Consistency Power Rating","8.9"
573,"Baylor",2007,"Consistency Power Rating","8.9"
574,"Colorado St",2007,"Consistency Power Rating","9.0"
575,"Dayton",2007,"Consistency Power Rating","9.1"
576,"Kentucky",2007,"Consistency Power Rating","9.1"
577,"Duke",2007,"Consistency Power Rating","9.2"
578,"Texas",2007,"Consistency Power Rating","9.4"
579,"Colgate",2007,"Consistency Power Rating","9.5"
580,"McNeese St",2007,"Consistency Power Rating","9.5"
581,"Morehead St",2007,"Consistency Power Rating","9.6"
582,"Illinois",2007,"Consistency Power Rating","9.6"
583,"Drake",2007,"Consistency Power Rating","9.6"
584,"St Peters",2007,"Consistency Power Rating","9.7"
585,"Longwood",2007,"Consistency Power Rating","9.8"
586,"Vermont",2007,"Consistency Power Rating","9.9"
587,"Iowa St",2007,"Consistency Power Rating","9.9"
588,"Creighton",2007,"Consistency Power Rating","10.0"
589,"Marquette",2007,"Consistency Power Rating","10.0"
590,"Lg Beach St",2007,"Consistency Power Rating","10.1"
591,"Arizona",2007,"Consistency Power Rating","10.2"
592,"BYU",2007,"Consistency Power Rating","10.2"
593,"Auburn",2007,"Consistency Power Rating","10.3"
594,"Tennessee",2007,"Consistency Power Rating","10.4"
595,"Connecticut",2007,"Consistency Power Rating","10.4"
596,"Stetson",2007,"Consistency Power Rating","10.4"
597,"Nebraska",2007,"Consistency Power Rating","10.5"
598,"St Marys",2007,"Consistency Power Rating","10.5"
599,"San Diego St",2007,"Consistency Power Rating","10.6"
600,"Gonzaga",2007,"Consistency Power Rating","10.6"
601,"N Carolina",2007,"Consistency Power Rating","10.7"
602,"Clemson",2007,"Consistency Power Rating","10.8"
603,"Texas Tech",2007,"Consistency Power Rating","10.8"
604,"Yale",2007,"Consistency Power Rating","10.9"
605,"W Kentucky",2007,"Consistency Power Rating","10.9"
606,"Alabama",2007,"Consistency Power Rating","11.0"
607,"Colorado",2007,"Consistency Power Rating","11.0"
608,"Florida",2007,"Consistency Power Rating","11.3"
609,"Texas A&M",2007,"Consistency Power Rating","11.3"
610,"Oregon",2007,"Consistency Power Rating","11.4"
611,"Grambling St",2007,"Consistency Power Rating","11.6"
612,"Northwestern",2007,"Consistency Power Rating","11.6"
613,"Virginia",2007,"Consistency Power Rating","11.6"
614,"S Dakota St",2007,"Consistency Power Rating","11.6"
615,"Purdue",2007,"Consistency Power Rating","11.6"
616,"Akron",2007,"Consistency Power Rating","11.7"
617,"Kansas",2007,"Consistency Power Rating","11.7"
618,"Wagner",2007,"Consistency Power Rating","11.8"
619,"NC State",2007,"Consistency Power Rating","12.1"
620,"Montana St",2007,"Consistency Power Rating","12.2"
621,"New Mexico",2007,"Consistency Power Rating","12.3"
622,"S Carolina",2007,"Consistency Power Rating","13.0"
623,"Duquesne",2007,"Consistency Power Rating","13.5"
624,"Florida",2007,"Vs. Teams 1-25 Power Rating","34.2"
625,"N Carolina",2007,"Vs. Teams 1-25 Power Rating","31.9"
626,"Texas A&M",2007,"Vs. Teams 1-25 Power Rating","30.2"
627,"Gonzaga",2007,"Vs. Teams 1-25 Power Rating","29.3"
628,"Creighton",2007,"Vs. Teams 1-25 Power Rating","29.1"
629,"Oregon",2007,"Vs. Teams 1-25 Power Rating","26.8"
630,"Wisconsin",2007,"Vs. Teams 1-25 Power Rating","24.9"
631,"Kansas",2007,"Vs. Teams 1-25 Power Rating","24.9"
632,"Tennessee",2007,"Vs. Teams 1-25 Power Rating","24.4"
633,"Virginia",2007,"Vs. Teams 1-25 Power Rating","24.1"
634,"Duke",2007,"Vs. Teams 1-25 Power Rating","22.8"
635,"Marquette",2007,"Vs. Teams 1-25 Power Rating","22.1"
636,"Texas",2007,"Vs. Teams 1-25 Power Rating","21.6"
637,"Wash State",2007,"Vs. Teams 1-25 Power Rating","21.5"
638,"NC State",2007,"Vs. Teams 1-25 Power Rating","20.6"
639,"Kentucky",2007,"Vs. Teams 1-25 Power Rating","20.1"
640,"BYU",2007,"Vs. Teams 1-25 Power Rating","19.8"
641,"Alabama",2007,"Vs. Teams 1-25 Power Rating","19.5"
642,"San Diego St",2007,"Vs. Teams 1-25 Power Rating","18.5"
643,"Purdue",2007,"Vs. Teams 1-25 Power Rating","18.2"
644,"Illinois",2007,"Vs. Teams 1-25 Power Rating","17.7"
645,"Texas Tech",2007,"Vs. Teams 1-25 Power Rating","16.9"
646,"Clemson",2007,"Vs. Teams 1-25 Power Rating","16.8"
647,"Arizona",2007,"Vs. Teams 1-25 Power Rating","15.8"
648,"Connecticut",2007,"Vs. Teams 1-25 Power Rating","15.5"
649,"Baylor",2007,"Vs. Teams 1-25 Power Rating","15.4"
650,"Colorado St",2007,"Vs. Teams 1-25 Power Rating","13.9"
651,"Houston",2007,"Vs. Teams 1-25 Power Rating","13.7"
652,"New Mexico",2007,"Vs. Teams 1-25 Power Rating","12.9"
653,"UAB",2007,"Vs. Teams 1-25 Power Rating","12.6"
654,"Stetson",2007,"Vs. Teams 1-25 Power Rating","12.1"
655,"Northwestern",2007,"Vs. Teams 1-25 Power Rating","10.9"
656,"Iowa St",2007,"Vs. Teams 1-25 Power Rating","10.8"
657,"Oakland",2007,"Vs. Teams 1-25 Power Rating","10.7"
658,"Col Charlestn",2007,"Vs. Teams 1-25 Power Rating","10.3"
659,"Lg Beach St",2007,"Vs. Teams 1-25 Power Rating","10.0"
660,"Drake",2007,"Vs. Teams 1-25 Power Rating","9.6"
661,"Duquesne",2007,"Vs. Teams 1-25 Power Rating","9.6"
662,"Vermont",2007,"Vs. Teams 1-25 Power Rating","8.3"
663,"Nebraska",2007,"Vs. Teams 1-25 Power Rating","5.1"
664,"Auburn",2007,"Vs. Teams 1-25 Power Rating","3.3"
665,"S Carolina",2007,"Vs. Teams 1-25 Power Rating","2.9"
666,"Samford",2007,"Vs. Teams 1-25 Power Rating","2.4"
667,"Dayton",2007,"Vs. Teams 1-25 Power Rating","1.8"
668,"Morehead St",2007,"Vs. Teams 1-25 Power Rating","--"
669,"Yale",2007,"Vs. Teams 1-25 Power Rating","--"
670,"S Dakota St",2007,"Vs. Teams 1-25 Power Rating","--"
671,"Longwood",2007,"Vs. Teams 1-25 Power Rating","--"
672,"Nevada",2007,"Vs. Teams 1-25 Power Rating","--"
673,"McNeese St",2007,"Vs. Teams 1-25 Power Rating","--"
674,"St Marys",2007,"Vs. Teams 1-25 Power Rating","--"
675,"Boise St",2007,"Vs. Teams 1-25 Power Rating","--"
676,"Akron",2007,"Vs. Teams 1-25 Power Rating","--"
677,"St Peters",2007,"Vs. Teams 1-25 Power Rating","--"
678,"Colgate",2007,"Vs. Teams 1-25 Power Rating","--"
679,"Wagner",2007,"Vs. Teams 1-25 Power Rating","--"
680,"Montana St",2007,"Vs. Teams 1-25 Power Rating","--"
681,"Howard",2007,"Vs. Teams 1-25 Power Rating","--"
682,"Colorado",2007,"Vs. Teams 1-25 Power Rating","-2.8"
683,"W Kentucky",2007,"Vs. Teams 1-25 Power Rating","-3.9"
684,"James Mad",2007,"Vs. Teams 1-25 Power Rating","-6.9"
685,"Grambling St",2007,"Vs. Teams 1-25 Power Rating","-42.5"
686,"Vermont",2007,"Vs. Teams 26-50 Power Rating","37.5"
687,"Kansas",2007,"Vs. Teams 26-50 Power Rating","31.8"
688,"N Carolina",2007,"Vs. Teams 26-50 Power Rating","30.3"
689,"Wisconsin",2007,"Vs. Teams 26-50 Power Rating","27.8"
690,"Nevada",2007,"Vs. Teams 26-50 Power Rating","26.6"
691,"Florida",2007,"Vs. Teams 26-50 Power Rating","26.0"
692,"Duke",2007,"Vs. Teams 26-50 Power Rating","25.7"
693,"Wash State",2007,"Vs. Teams 26-50 Power Rating","25.6"
694,"Clemson",2007,"Vs. Teams 26-50 Power Rating","25.6"
695,"Kentucky",2007,"Vs. Teams 26-50 Power Rating","25.4"
696,"Texas A&M",2007,"Vs. Teams 26-50 Power Rating","25.2"
697,"Purdue",2007,"Vs. Teams 26-50 Power Rating","24.2"
698,"Virginia",2007,"Vs. Teams 26-50 Power Rating","23.9"
699,"Oregon",2007,"Vs. Teams 26-50 Power Rating","23.0"
700,"Marquette",2007,"Vs. Teams 26-50 Power Rating","22.5"
701,"Arizona",2007,"Vs. Teams 26-50 Power Rating","21.9"
702,"Tennessee",2007,"Vs. Teams 26-50 Power Rating","21.8"
703,"Texas",2007,"Vs. Teams 26-50 Power Rating","21.4"
704,"Creighton",2007,"Vs. Teams 26-50 Power Rating","21.1"
705,"Colorado St",2007,"Vs. Teams 26-50 Power Rating","20.4"
706,"Texas Tech",2007,"Vs. Teams 26-50 Power Rating","19.8"
707,"Iowa St",2007,"Vs. Teams 26-50 Power Rating","18.5"
708,"Boise St",2007,"Vs. Teams 26-50 Power Rating","18.0"
709,"Alabama",2007,"Vs. Teams 26-50 Power Rating","17.5"
710,"Nebraska",2007,"Vs. Teams 26-50 Power Rating","17.2"
711,"Auburn",2007,"Vs. Teams 26-50 Power Rating","16.9"
712,"W Kentucky",2007,"Vs. Teams 26-50 Power Rating","16.1"
713,"San Diego St",2007,"Vs. Teams 26-50 Power Rating","13.6"
714,"S Carolina",2007,"Vs. Teams 26-50 Power Rating","13.3"
715,"St Marys",2007,"Vs. Teams 26-50 Power Rating","12.9"
716,"Dayton",2007,"Vs. Teams 26-50 Power Rating","12.8"
717,"Houston",2007,"Vs. Teams 26-50 Power Rating","11.8"
718,"Connecticut",2007,"Vs. Teams 26-50 Power Rating","11.7"
719,"St Peters",2007,"Vs. Teams 26-50 Power Rating","11.1"
720,"Illinois",2007,"Vs. Teams 26-50 Power Rating","10.7"
721,"Gonzaga",2007,"Vs. Teams 26-50 Power Rating","10.7"
722,"Col Charlestn",2007,"Vs. Teams 26-50 Power Rating","10.5"
723,"Drake",2007,"Vs. Teams 26-50 Power Rating","9.0"
724,"S Dakota St",2007,"Vs. Teams 26-50 Power Rating","9.0"
725,"Duquesne",2007,"Vs. Teams 26-50 Power Rating","8.8"
726,"UAB",2007,"Vs. Teams 26-50 Power Rating","8.0"
727,"Samford",2007,"Vs. Teams 26-50 Power Rating","7.7"
728,"Yale",2007,"Vs. Teams 26-50 Power Rating","7.5"
729,"Northwestern",2007,"Vs. Teams 26-50 Power Rating","5.9"
730,"Baylor",2007,"Vs. Teams 26-50 Power Rating","2.5"
731,"NC State",2007,"Vs. Teams 26-50 Power Rating","2.2"
732,"New Mexico",2007,"Vs. Teams 26-50 Power Rating","1.9"
733,"Morehead St",2007,"Vs. Teams 26-50 Power Rating","--"
734,"James Mad",2007,"Vs. Teams 26-50 Power Rating","--"
735,"Lg Beach St",2007,"Vs. Teams 26-50 Power Rating","--"
736,"Grambling St",2007,"Vs. Teams 26-50 Power Rating","--"
737,"Akron",2007,"Vs. Teams 26-50 Power Rating","--"
738,"Montana St",2007,"Vs. Teams 26-50 Power Rating","--"
739,"BYU",2007,"Vs. Teams 26-50 Power Rating","--"
740,"Howard",2007,"Vs. Teams 26-50 Power Rating","--"
741,"Colorado",2007,"Vs. Teams 26-50 Power Rating","-0.5"
742,"Oakland",2007,"Vs. Teams 26-50 Power Rating","-2.0"
743,"McNeese St",2007,"Vs. Teams 26-50 Power Rating","-2.8"
744,"Stetson",2007,"Vs. Teams 26-50 Power Rating","-2.9"
745,"Colgate",2007,"Vs. Teams 26-50 Power Rating","-3.5"
746,"Wagner",2007,"Vs. Teams 26-50 Power Rating","-15.5"
747,"Longwood",2007,"Vs. Teams 26-50 Power Rating","-17.5"
748,"Kansas",2007,"Vs. Teams 51-100 Power Rating","29.2"
749,"N Carolina",2007,"Vs. Teams 51-100 Power Rating","28.4"
750,"Texas",2007,"Vs. Teams 51-100 Power Rating","27.5"
751,"Florida",2007,"Vs. Teams 51-100 Power Rating","26.7"
752,"Clemson",2007,"Vs. Teams 51-100 Power Rating","26.6"
753,"Wisconsin",2007,"Vs. Teams 51-100 Power Rating","26.6"
754,"Texas A&M",2007,"Vs. Teams 51-100 Power Rating","26.4"
755,"Arizona",2007,"Vs. Teams 51-100 Power Rating","25.7"
756,"Wash State",2007,"Vs. Teams 51-100 Power Rating","23.8"
757,"Kentucky",2007,"Vs. Teams 51-100 Power Rating","22.4"
758,"Duke",2007,"Vs. Teams 51-100 Power Rating","22.1"
759,"BYU",2007,"Vs. Teams 51-100 Power Rating","21.1"
760,"Purdue",2007,"Vs. Teams 51-100 Power Rating","20.6"
761,"San Diego St",2007,"Vs. Teams 51-100 Power Rating","20.1"
762,"Tennessee",2007,"Vs. Teams 51-100 Power Rating","19.7"
763,"Oregon",2007,"Vs. Teams 51-100 Power Rating","19.6"
764,"Nevada",2007,"Vs. Teams 51-100 Power Rating","18.4"
765,"Connecticut",2007,"Vs. Teams 51-100 Power Rating","17.9"
766,"Auburn",2007,"Vs. Teams 51-100 Power Rating","17.8"
767,"Nebraska",2007,"Vs. Teams 51-100 Power Rating","17.6"
768,"Illinois",2007,"Vs. Teams 51-100 Power Rating","17.0"
769,"Creighton",2007,"Vs. Teams 51-100 Power Rating","16.6"
770,"Akron",2007,"Vs. Teams 51-100 Power Rating","16.6"
771,"Marquette",2007,"Vs. Teams 51-100 Power Rating","16.6"
772,"Gonzaga",2007,"Vs. Teams 51-100 Power Rating","16.2"
773,"Baylor",2007,"Vs. Teams 51-100 Power Rating","16.1"
774,"S Carolina",2007,"Vs. Teams 51-100 Power Rating","15.6"
775,"Dayton",2007,"Vs. Teams 51-100 Power Rating","15.1"
776,"NC State",2007,"Vs. Teams 51-100 Power Rating","14.0"
777,"Virginia",2007,"Vs. Teams 51-100 Power Rating","13.5"
778,"Northwestern",2007,"Vs. Teams 51-100 Power Rating","12.8"
779,"Drake",2007,"Vs. Teams 51-100 Power Rating","12.4"
780,"New Mexico",2007,"Vs. Teams 51-100 Power Rating","12.2"
781,"Alabama",2007,"Vs. Teams 51-100 Power Rating","12.1"
782,"Texas Tech",2007,"Vs. Teams 51-100 Power Rating","11.4"
783,"UAB",2007,"Vs. Teams 51-100 Power Rating","10.8"
784,"Boise St",2007,"Vs. Teams 51-100 Power Rating","10.8"
785,"Iowa St",2007,"Vs. Teams 51-100 Power Rating","10.0"
786,"Colorado St",2007,"Vs. Teams 51-100 Power Rating","7.9"
787,"St Marys",2007,"Vs. Teams 51-100 Power Rating","7.6"
788,"Col Charlestn",2007,"Vs. Teams 51-100 Power Rating","7.5"
789,"W Kentucky",2007,"Vs. Teams 51-100 Power Rating","6.7"
790,"Colorado",2007,"Vs. Teams 51-100 Power Rating","5.7"
791,"Oakland",2007,"Vs. Teams 51-100 Power Rating","5.7"
792,"Yale",2007,"Vs. Teams 51-100 Power Rating","5.5"
793,"Samford",2007,"Vs. Teams 51-100 Power Rating","4.2"
794,"James Mad",2007,"Vs. Teams 51-100 Power Rating","2.3"
795,"Houston",2007,"Vs. Teams 51-100 Power Rating","0.7"
796,"Wagner",2007,"Vs. Teams 51-100 Power Rating","--"
797,"Morehead St",2007,"Vs. Teams 51-100 Power Rating","--"
798,"Stetson",2007,"Vs. Teams 51-100 Power Rating","-0.2"
799,"Lg Beach St",2007,"Vs. Teams 51-100 Power Rating","-0.3"
800,"Colgate",2007,"Vs. Teams 51-100 Power Rating","-1.1"
801,"Howard",2007,"Vs. Teams 51-100 Power Rating","-1.2"
802,"Vermont",2007,"Vs. Teams 51-100 Power Rating","-2.4"
803,"McNeese St",2007,"Vs. Teams 51-100 Power Rating","-2.5"
804,"St Peters",2007,"Vs. Teams 51-100 Power Rating","-3.4"
805,"Duquesne",2007,"Vs. Teams 51-100 Power Rating","-4.8"
806,"S Dakota St",2007,"Vs. Teams 51-100 Power Rating","-7.9"
807,"Longwood",2007,"Vs. Teams 51-100 Power Rating","-8.1"
808,"Montana St",2007,"Vs. Teams 51-100 Power Rating","-9.8"
809,"Grambling St",2007,"Vs. Teams 51-100 Power Rating","-17.9"
810,"Kansas",2008,"Predictive Power Rating","32.4"
811,"N Carolina",2008,"Predictive Power Rating","29.5"
812,"Duke",2008,"Predictive Power Rating","28.5"
